id,pop,lat,lon,year,sex,age,svl,weight,species
AA24569,Googong,-35.41877761,149.2277585,2020,M,A,83.2,5.47,Tympanocryptis lineata
AA24043,Tuggeranong,-35.42968555,149.0457879,2006,F,A,83,5.88,Tympanocryptis lineata
AA24137,Tuggeranong,-35.43751929,149.0381113,2007,J,J,37.3,3.24,Tympanocryptis lineata
AA24138,Tuggeranong,-35.43641798,149.0438263,2007,J,J,21.2,3.37,Tympanocryptis lineata
AA24233,Tuggeranong,-35.44603374,149.016879,2009,F,A,79.5,6.72,Tympanocryptis lineata
AA24044,Tuggeranong,-35.44333148,149.0259517,2006,F,A,50.2,5.64,Tympanocryptis lineata
AA24469,Gundaroo,-35.33087075,149.3368582,2016,u,J,32.3,2.47,Tympanocryptis lineata
AA24470,Gundaroo,-35.32427215,149.3432842,2016,u,J,21.4,3.27,Tympanocryptis lineata
AA24520,Googong,-35.44850062,149.2234983,2018,,SA,41.5,3.76,Tympanocryptis lineata
AA24521,Googong,-35.44422052,149.2383946,2018,,A,75.5,5.74,Tympanocryptis lineata
AA24522,Googong,-35.45361051,149.2361865,2018,,SA,39.2,3.78,Tympanocryptis lineata
AA24471,Gundaroo,-35.32077719,149.3359408,2016,u,A,48.7,6.27,Tympanocryptis lineata
AA24570,Googong,-35.45141359,149.2435107,2020,M,A,78.8,5.33,Tympanocryptis lineata
AA24139,Gundaroo,-35.32396905,149.3390336,2007,F,A,51.9,5.3,Tympanocryptis lineata
AA24140,Tuggeranong,-35.43760082,149.0289212,2007,J,J,30.1,2.65,Tympanocryptis lineata
AA24234,Tuggeranong,-35.43748791,149.053823,2009,F,A,80.2,5.93,Tympanocryptis lineata
AA24571,Googong,-35.43457569,149.2276157,2020,M,A,58.2,5.65,Tympanocryptis lineata
AA24472,Gundaroo,-35.31517839,149.3499469,2016,u,SA,46.1,3.84,Tympanocryptis lineata
AA24473,Tuggeranong,-35.43025632,149.0555236,2016,M,A,64.9,5.43,Tympanocryptis lineata
AA24474,Gundaroo,-35.3355719,149.338667,2016,u,J,35.7,3.1,Tympanocryptis lineata
AA24045,Tuggeranong,-35.44391725,149.0452651,2006,F,A,61.1,5.75,Tympanocryptis lineata
AA24523,Googong,-35.4329842,149.2402635,2018,,SA,45.4,4.64,Tympanocryptis lineata
AA24572,Googong,-35.43313123,149.2397637,2020,F,A,54.8,4.98,Tympanocryptis lineata
AA24573,Googong,-35.43145712,149.2665916,2020,M,A,67.4,5.62,Tympanocryptis lineata
AA24280,Gundaroo,-35.32336209,149.3401299,2010,NA,J,34.8,3.1,Tympanocryptis lineata
AA24141,Tuggeranong,-35.44782815,149.0399247,2007,F,A,84.3,5.33,Tympanocryptis lineata
AA24182,Tuggeranong,-35.46044215,149.0451382,2008,J,J,37.2,3.28,Tympanocryptis lineata
AA24524,Googong,-35.43572281,149.234726,2018,,SA,43,3.59,Tympanocryptis lineata
AA24475,Gundaroo,-35.33755452,149.347731,2016,M,A,53.8,5.3,Tympanocryptis lineata
AA24281,Tuggeranong,-35.44645553,149.0624063,2010,J,,NA,NA,Tympanocryptis lineata
AA24476,Tuggeranong,-35.43967442,149.0424728,2016,M,SA,42,3.58,Tympanocryptis lineata
AA24525,Googong,-35.4391299,149.2442787,2018,,J,33.7,4.29,Tympanocryptis lineata
AA24526,Googong,-35.437741,149.2222326,2018,,SA,47.8,3.66,Tympanocryptis lineata
AA24046,Tuggeranong,-35.44229324,149.0483213,2006,M,A,72.2,5.45,Tympanocryptis lineata
AA24477,Gundaroo,-35.33707136,149.3303388,2016,M,A,65.4,5.42,Tympanocryptis lineata
AA24142,Gundaroo,-35.31890745,149.3420026,2007,F?,SA,46.6,4.14,Tympanocryptis lineata
AA24282,Gundaroo,-35.34131372,149.314736,2010,NA,J,25.4,2.04,Tympanocryptis lineata
AA24235,Tuggeranong,-35.42387308,149.055723,2009,J,J,20.6,2.5,Tympanocryptis lineata
AA24236,Tuggeranong,-35.41882344,149.0555578,2009,M,A,80,4.83,Tympanocryptis lineata
AA24047,Tuggeranong,-35.44339065,149.0210288,2006,M,A,68.8,5.78,Tympanocryptis lineata
AA24478,Gundaroo,-35.33356067,149.3372593,2016,u,J,36.1,2.56,Tympanocryptis lineata
AA24237,Gundaroo,-35.33366466,149.319398,2009,F,A,77.3,6.15,Tympanocryptis lineata
AA24479,Tuggeranong,-35.43833691,149.0528137,2016,F,A,72,5.56,Tympanocryptis lineata
AA24527,Googong,-35.45025675,149.2286797,2018,,A,71.2,5.66,Tympanocryptis lineata
AA24528,Googong,-35.43891152,149.2365767,2018,,A,77.6,5.86,Tympanocryptis lineata
AA24480,Gundaroo,-35.32284571,149.3359543,2016,u,J,30.2,2.9,Tympanocryptis lineata
AA24048,Tuggeranong,-35.44118864,149.0368092,2006,M?,A,80,5.25,Tympanocryptis lineata
AA24143,Gundaroo,-35.33958542,149.3498056,2007,F,A,54.8,5.82,Tympanocryptis lineata
AA24183,Gundaroo,-35.32357693,149.3342875,2008,NA,J,21.4,3.24,Tympanocryptis lineata
AA24283,Gundaroo,-35.33005202,149.3416068,2010,NA,J,32.4,3.13,Tympanocryptis lineata
AA24184,Tuggeranong,-35.44465845,149.0523019,2008,F,SA,44,4.45,Tympanocryptis lineata
AA24049,Tuggeranong,-35.45427457,149.0609575,2006,M,SA,38.6,3.46,Tympanocryptis lineata
AA24297,Tuggeranong,-35.44184483,149.0467372,2012,F,,NA,NA,Tympanocryptis lineata
AA24291,Tuggeranong,-35.42731715,149.0670204,2011,M,,NA,NA,Tympanocryptis lineata
AA24529,Googong,-35.42646929,149.2192075,2018,M,SA,42.5,4.46,Tympanocryptis lineata
AA24050,Tuggeranong,-35.45137093,149.0317421,2006,M,SA,46.6,4.13,Tympanocryptis lineata
AA24051,Tuggeranong,-35.4338506,149.0357062,2006,NA,A,75.3,4.62,Tympanocryptis lineata
AA24574,Googong,-35.4423621,149.2219876,2020,F,A,75.9,6.14,Tympanocryptis lineata
AA24144,Gundaroo,-35.32250715,149.3213906,2007,F,A,62.1,6.18,Tympanocryptis lineata
AA24145,Gundaroo,-35.33734277,149.345082,2007,NA,J,29.1,3.07,Tympanocryptis lineata
AA24146,Tuggeranong,-35.43920472,149.03996,2007,J,J,28.6,3.59,Tympanocryptis lineata
AA24238,Tuggeranong,-35.41543984,149.0336246,2009,M,A,83.7,5.35,Tympanocryptis lineata
AA24530,Googong,-35.45990132,149.2646696,2018,M,SA,41.9,4.14,Tympanocryptis lineata
AA24239,Tuggeranong,-35.44389042,149.0398591,2009,J,,NA,NA,Tympanocryptis lineata
AA24481,Gundaroo,-35.33447087,149.3377445,2016,M,A,75.4,4.92,Tympanocryptis lineata
AA24531,Googong,-35.43900913,149.2275599,2018,,A,74.4,5.94,Tympanocryptis lineata
AA24052,Tuggeranong,-35.42025026,149.0520785,2006,M?,A,68.3,4.89,Tympanocryptis lineata
AA24053,Tuggeranong,-35.44334643,149.0571785,2006,F,A,51.9,5.52,Tympanocryptis lineata
AA24054,Tuggeranong,-35.44817576,149.0584527,2006,F,A,83.2,6.01,Tympanocryptis lineata
AA24147,Tuggeranong,-35.45181431,149.0562373,2007,J,J,33.4,3.42,Tympanocryptis lineata
AA24240,Tuggeranong,-35.43447426,149.0292275,2009,J,J,22.6,3.08,Tympanocryptis lineata
AA24148,Tuggeranong,-35.43708358,149.0554014,2007,J,J,20.1,2.83,Tympanocryptis lineata
AA24241,Tuggeranong,-35.44340623,149.050552,2009,J,J,25.1,3.58,Tympanocryptis lineata
AA24482,Gundaroo,-35.34537299,149.3470116,2016,F,A,84,5.66,Tympanocryptis lineata
AA24483,Gundaroo,-35.34376068,149.3234572,2016,U,J,33.2,2.3,Tympanocryptis lineata
AA24582,Googong,-35.44148253,149.2291962,2021,NA,J,35.5,3.11,Tympanocryptis lineata
AA24583,Googong,-35.44999806,149.2265219,2021,NA,SA,42.9,4.75,Tympanocryptis lineata
AA24484,Royalla,-35.51548233,149.1811307,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24485,Royalla,-35.49560423,149.1800677,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24486,Gundaroo,-35.3283107,149.3398266,2016,u,J,26.5,2.98,Tympanocryptis lineata
AA24584,Googong,-35.44214092,149.2258703,2021,M,SA,46.3,3.83,Tympanocryptis lineata
AA24585,Googong,-35.46237195,149.2285439,2021,U,J,26.2,2.74,Tympanocryptis lineata
AA24586,Royalla,-35.50516821,149.1889144,2021,U,A,81.6,5.53,Tympanocryptis lineata
AA24487,Royalla,-35.51036796,149.183864,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24488,Royalla,-35.50778357,149.1776226,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24489,Royalla,-35.48165258,149.1769175,2016,U,J,33.6,2.04,Tympanocryptis lineata
AA24587,Googong,-35.44655123,149.2436394,2021,F,A,53.2,5.07,Tympanocryptis lineata
AA24588,Googong,-35.44046,149.2297676,2021,U,J,27.7,3.48,Tympanocryptis lineata
AA24490,Royalla,-35.51874387,149.1891201,2016,U,SA,45.1,4.83,Tympanocryptis lineata
AA24589,Googong,-35.44646911,149.2132829,2021,M,A,72.1,5.11,Tympanocryptis lineata
AA24590,Googong,-35.43473592,149.2477885,2021,U,J,23.6,3.19,Tympanocryptis lineata
AA24491,Royalla,-35.50281431,149.1994535,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24492,Royalla,-35.51645002,149.194081,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24532,Gundaroo,-35.32866353,149.3372083,2018,U,J,30,3.43,Tympanocryptis lineata
AA24591,Googong,-35.43669494,149.2262813,2021,M,A,77.9,5.59,Tympanocryptis lineata
AA24493,Royalla,-35.4897002,149.1834647,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24494,Gundaroo,-35.33075678,149.3476206,2016,U,J,27.6,3.03,Tympanocryptis lineata
AA24495,Royalla,-35.49692528,149.1863987,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24575,Royalla,-35.49666444,149.1889816,2020,M,A,75.7,5.6,Tympanocryptis lineata
AA24592,Googong,-35.43575623,149.2232703,2021,NA,A,61.4,5.32,Tympanocryptis lineata
AA24496,Gundaroo,-35.33811551,149.3309867,2016,u,SA,38.8,3.9,Tympanocryptis lineata
AA24497,Royalla,-35.52723985,149.1775413,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24593,Googong,-35.43816484,149.2341474,2021,NA,J,24.1,3.11,Tympanocryptis lineata
AA24594,Googong,-35.44922239,149.2258233,2021,NA,A,63.3,4.64,Tympanocryptis lineata
AA24498,Gundaroo,-35.33452441,149.3313992,2016,U,J,29.7,2.95,Tympanocryptis lineata
AA24499,Royalla,-35.50544998,149.1836763,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24595,Googong,-35.43248367,149.230544,2021,M,A,58.3,5.72,Tympanocryptis lineata
AA24596,Googong,-35.44714613,149.2335941,2021,F,A,68.9,4.93,Tympanocryptis lineata
AA24500,Royalla,-35.49365458,149.1643532,2016,U,NA,NA,NA,Tympanocryptis lineata
AA24055,Tuggeranong,-35.43529678,149.0351992,2006,U,J,25.7,2.01,Tympanocryptis lineata
AA24185,Tuggeranong,-35.43405889,149.0454056,2008,U,J,25.4,3.77,Tympanocryptis lineata
AA24242,Tuggeranong,-35.43520681,149.0375699,2009,M,NA,NA,NA,Tympanocryptis lineata
AA24149,Royalla,-35.49483689,149.183861,2007,M?,NA,NA,NA,Tympanocryptis lineata
AA24056,Tuggeranong,-35.4517807,149.0400908,2006,U,J,23.2,3.4,Tympanocryptis lineata
AA24057,Tuggeranong,-35.43245666,149.0438435,2006,U,J,34.4,2.49,Tympanocryptis lineata
AA24058,Tuggeranong,-35.43975714,149.0421374,2006,NA,J,29.9,3.2,Tympanocryptis lineata
AA24059,Tuggeranong,-35.45285113,149.0397948,2006,NA,J,28.7,2.6,Tympanocryptis lineata
AA24060,Tuggeranong,-35.46741434,149.0510942,2006,F?,SA,41.4,3.19,Tympanocryptis lineata
AA24505,Gundaroo,-35.32185821,149.3222357,2017,F,A,74.7,5.53,Tympanocryptis lineata
AA24533,Googong,-35.44633522,149.213515,2018,U,J,31,3.45,Tympanocryptis lineata
AA24576,Gundaroo,-35.31863763,149.3492674,2020,M,A,80.1,5.12,Tympanocryptis lineata
AA24061,Tuggeranong,-35.43004916,149.0579493,2006,U,J,24.3,1.95,Tympanocryptis lineata
AA24186,Tuggeranong,-35.45894889,149.0320527,2008,U,J,26.6,2.23,Tympanocryptis lineata
AA24243,Tuggeranong,-35.45662628,149.042423,2009,U,J,31.7,2.84,Tympanocryptis lineata
AA24244,Royalla,-35.50575842,149.1843571,2009,U,J,35.1,2.96,Tympanocryptis lineata
AA24062,Tuggeranong,-35.43228314,149.0555956,2006,U,J,33.6,2.14,Tympanocryptis lineata
AA24063,Tuggeranong,-35.44005514,149.0533733,2006,U,J,36.8,2.55,Tympanocryptis lineata
AA24064,Tuggeranong,-35.42258887,149.0354564,2006,NA,A,80.7,5.62,Tympanocryptis lineata
AA24065,Tuggeranong,-35.43442259,149.0316692,2006,NA,J,30.7,2.99,Tympanocryptis lineata
AA24066,Tuggeranong,-35.45315816,149.0484112,2006,NA,SA,38.9,3.89,Tympanocryptis lineata
AA24506,Gundaroo,-35.32297388,149.3191135,2017,U,J,33.9,3.29,Tympanocryptis lineata
AA24534,Googong,-35.42848705,149.2285323,2018,U,J,27.9,3.46,Tympanocryptis lineata
AA24597,Googong,-35.43217576,149.2161271,2021,NA,J,35.1,1.79,Tympanocryptis lineata
AA24067,Tuggeranong,-35.45306687,149.0510816,2006,U,J,27.2,3.19,Tympanocryptis lineata
AA24245,Royalla,-35.48861116,149.1842772,2009,U,J,37.8,3.53,Tympanocryptis lineata
AA24246,Royalla,-35.50585584,149.1896026,2009,M,NA,NA,NA,Tympanocryptis lineata
AA24247,Royalla,-35.51404581,149.1735503,2009,U,J,22.6,2.6,Tympanocryptis lineata
AA24068,Tuggeranong,-35.45152031,149.0441487,2006,U,A,78.9,6.25,Tympanocryptis lineata
AA24069,Tuggeranong,-35.44682497,149.0535335,2006,U,SA,46.7,4.39,Tympanocryptis lineata
AA24070,Tuggeranong,-35.42642731,149.0615799,2006,NA,J,35.4,4.63,Tympanocryptis lineata
AA24071,Tuggeranong,-35.43290068,149.040016,2006,NA,J,30.9,2.92,Tympanocryptis lineata
AA24072,Tuggeranong,-35.43748641,149.0284692,2006,F?,A,75.8,5.64,Tympanocryptis lineata
AA24535,Googong,-35.44006344,149.2304562,2018,U,SA,44.9,3.55,Tympanocryptis lineata
AA24536,Googong,-35.44375392,149.2462052,2018,U,SA,40.4,4.22,Tympanocryptis lineata
AA24073,Tuggeranong,-35.43535025,149.0516287,2006,U,J,20.8,3.26,Tympanocryptis lineata
AA24074,Tuggeranong,-35.45713481,149.0374111,2006,U,J,31.6,2.91,Tympanocryptis lineata
AA24248,Royalla,-35.49438864,149.181442,2009,U,J,27.3,3.45,Tympanocryptis lineata
AA24249,Royalla,-35.52493549,149.1832749,2009,F,NA,NA,NA,Tympanocryptis lineata
AA24250,Royalla,-35.50382203,149.1834115,2009,U,J,25.1,3,Tympanocryptis lineata
AA24075,Tuggeranong,-35.42895006,149.0400326,2006,U,J,20.1,2.23,Tympanocryptis lineata
AA24076,Tuggeranong,-35.45658026,149.0237932,2006,U,A,56.4,5.71,Tympanocryptis lineata
AA24077,Tuggeranong,-35.43233158,149.0428581,2006,NA,SA,47.7,4.9,Tympanocryptis lineata
AA24078,Tuggeranong,-35.4443145,149.0287845,2006,NA,J,34,3.44,Tympanocryptis lineata
AA24079,Tuggeranong,-35.43242726,149.0386154,2006,NA,SA,46.5,3.99,Tympanocryptis lineata
AA24537,Gundaroo,-35.32302155,149.3458835,2018,U,SA,44.8,4.1,Tympanocryptis lineata
AA24577,Gundaroo,-35.32461167,149.3370867,2020,F,A,65,6.13,Tympanocryptis lineata
AA24080,Tuggeranong,-35.4448245,149.029395,2006,U,J,24.5,3.12,Tympanocryptis lineata
AA24081,Tuggeranong,-35.43666125,149.056414,2006,U,J,23.1,3.3,Tympanocryptis lineata
AA24251,Tuggeranong,-35.42922266,149.0300812,2009,M,NA,NA,NA,Tympanocryptis lineata
AA24252,Royalla,-35.50304355,149.1799278,2009,M,NA,NA,NA,Tympanocryptis lineata
AA24253,Tuggeranong,-35.43726148,149.0400694,2009,U,J,36.3,3.04,Tympanocryptis lineata
AA24082,Tuggeranong,-35.45305744,149.0531695,2006,M?,A,64.8,6.09,Tympanocryptis lineata
AA24083,Tuggeranong,-35.44685813,149.0638673,2006,U,J,20.3,2.96,Tympanocryptis lineata
AA24084,Tuggeranong,-35.43032471,149.0494455,2006,NA,J,21.2,3.12,Tympanocryptis lineata
AA24085,Tuggeranong,-35.44552294,149.0391258,2006,F?,A,57,6.31,Tympanocryptis lineata
AA24086,Tuggeranong,-35.44689084,149.0558474,2006,NA,J,24.1,2.6,Tympanocryptis lineata
AA24538,Googong,-35.44080838,149.2302771,2018,U,SA,46.9,3.32,Tympanocryptis lineata
AA24578,Googong,-35.43318405,149.2332861,2020,M?,A,73.5,5.93,Tympanocryptis lineata
AA24087,Tuggeranong,-35.44927305,149.0621185,2006,U,J,31.6,2.9,Tympanocryptis lineata
AA24088,Tuggeranong,-35.45112726,149.0714728,2006,U,J,36.8,3.72,Tympanocryptis lineata
AA24254,Gundaroo,-35.32210518,149.3476905,2009,U,J,22.2,2.79,Tympanocryptis lineata
AA24255,Royalla,-35.49479162,149.1806521,2009,U,J,23.6,2.96,Tympanocryptis lineata
AA24256,Tuggeranong,-35.44515657,149.0457617,2009,U,J,22.5,2.4,Tympanocryptis lineata
AA24089,Tuggeranong,-35.43291786,149.0511761,2006,U,SA,44.2,4.8,Tympanocryptis lineata
AA24090,Tuggeranong,-35.44607157,149.0374438,2006,U,J,22.4,2.91,Tympanocryptis lineata
AA24091,Tuggeranong,-35.43859273,149.0461549,2006,NA,J,26.8,2.73,Tympanocryptis lineata
AA24092,Tuggeranong,-35.43805276,149.0337369,2006,M?,SA,43.8,4.4,Tympanocryptis lineata
AA24093,Tuggeranong,-35.44122245,149.0552295,2006,F?,A,55,5.5,Tympanocryptis lineata
AA24539,Googong,-35.44660929,149.2353206,2018,U,A,59.1,4.68,Tympanocryptis lineata
AA24579,Googong,-35.4300712,149.2231989,2020,,J,37.3,3.09,Tympanocryptis lineata
AA24094,Tuggeranong,-35.44834101,149.0504862,2006,U,J,21.7,2.9,Tympanocryptis lineata
AA24095,Tuggeranong,-35.45274934,149.0418801,2006,U,J,34.1,3.48,Tympanocryptis lineata
AA24257,Tuggeranong,-35.44301706,149.0366582,2009,U,J,27.2,3.38,Tympanocryptis lineata
AA24258,Royalla,-35.50380358,149.1919283,2009,U,J,21.5,2.4,Tympanocryptis lineata
AA24096,Tuggeranong,-35.44761915,149.045236,2006,U,A,70.9,5.02,Tympanocryptis lineata
AA24097,Tuggeranong,-35.45007855,149.0392762,2006,U,J,20.5,3.05,Tympanocryptis lineata
AA24098,Tuggeranong,-35.42827083,149.0380798,2006,NA,J,22.5,2.24,Tympanocryptis lineata
AA24099,Tuggeranong,-35.42922013,149.0532261,2006,NA,J,31.6,3.07,Tympanocryptis lineata
AA24100,Tuggeranong,-35.43749388,149.0334745,2006,F,J,33.6,2.66,Tympanocryptis lineata
AA24540,Googong,-35.44771287,149.2314739,2018,U,J,33.9,2.83,Tympanocryptis lineata
AA24580,Googong,-35.43614336,149.2545222,2020,F,A,64.5,5.02,Tympanocryptis lineata
AA24101,Tuggeranong,-35.45255515,149.054401,2006,U,J,35.6,4.06,Tympanocryptis lineata
AA24102,Tuggeranong,-35.4274173,149.0483569,2006,U,J,37.9,3.68,Tympanocryptis lineata
AA24259,Tuggeranong,-35.45390881,149.0522517,2009,U,J,31.4,3.42,Tympanocryptis lineata
AA24260,Royalla,-35.48683509,149.1934203,2009,F,NA,NA,NA,Tympanocryptis lineata
AA24103,Tuggeranong,-35.45907884,149.0288151,2006,U,A,65.9,5.68,Tympanocryptis lineata
AA24104,Tuggeranong,-35.43540755,149.045962,2006,U,J,26.2,2.43,Tympanocryptis lineata
AA24105,Tuggeranong,-35.44753995,149.0325895,2006,NA,J,24.6,3.3,Tympanocryptis lineata
AA24106,Tuggeranong,-35.42687842,149.0254425,2006,NA,J,31.3,3.39,Tympanocryptis lineata
AA24507,Tuggeranong,-35.4453002,149.0348388,2017,U,J,25.4,2.51,Tympanocryptis lineata
AA24541,Googong,-35.43888055,149.2206019,2018,U,J,29.7,2.21,Tympanocryptis lineata
AA24581,Googong,-35.44537554,149.2345475,2020,,A,76,5.68,Tympanocryptis lineata
AA24150,Tuggeranong,-35.45302081,149.0312051,2007,U,J,20.1,2.58,Tympanocryptis lineata
AA24107,Tuggeranong,-35.45315735,149.0449318,2006,NA,J,32.4,2.73,Tympanocryptis lineata
AA24598,Googong,-35.44549038,149.2403104,2022,NA,J,34,2.33,Tympanocryptis lineata
AA24542,Googong,-35.44063322,149.2276096,2018,NA,J,27.1,3.63,Tympanocryptis lineata
AA24543,Googong,-35.43189545,149.2430607,2018,NA,SA,41,3.42,Tympanocryptis lineata
AA24544,Googong,-35.43055653,149.2256309,2018,,SA,40.1,3.77,Tympanocryptis lineata
AA24599,Googong,-35.43029837,149.2354602,2022,,J,25.5,3.18,Tympanocryptis lineata
AA24545,Googong,-35.43242645,149.237128,2018,NA,J,37.4,3.24,Tympanocryptis lineata
AA24546,Royalla,-35.5041063,149.1865842,2018,U,SA,42,3.77,Tympanocryptis lineata
AA24600,Googong,-35.43355318,149.2347589,2022,F?,A,61.7,5.06,Tympanocryptis lineata
AA24547,Googong,-35.44364911,149.2279866,2018,NA,J,26.1,2.86,Tympanocryptis lineata
AA24548,Googong,-35.43594884,149.2456657,2018,NA,J,34.7,3.06,Tympanocryptis lineata
AA24601,Googong,-35.45006205,149.2391202,2022,M,J,37.9,3.28,Tympanocryptis lineata
AA24549,Googong,-35.4458442,149.2323026,2018,NA,J,20.2,2.8,Tympanocryptis lineata
AA24550,Googong,-35.44343771,149.2388774,2018,NA,J,34.6,3.44,Tympanocryptis lineata
AA24602,Googong,-35.42977374,149.2340538,2022,F?,A,83.3,5.56,Tympanocryptis lineata
AA24551,Googong,-35.41980085,149.2176327,2018,NA,J,33.6,3.04,Tympanocryptis lineata
AA24552,Googong,-35.43948933,149.2410299,2018,NA,J,32.4,2.79,Tympanocryptis lineata
AA24603,Googong,-35.4333568,149.2345887,2022,NA,J,24.6,2.61,Tympanocryptis lineata
AA24604,Googong,-35.42807386,149.2297473,2022,M,J,32.8,3.06,Tympanocryptis lineata
AA24553,Googong,-35.41021531,149.237316,2018,NA,SA,42,3.61,Tympanocryptis lineata
AA24554,Googong,-35.42807347,149.2367934,2018,NA,A,61.8,6.06,Tympanocryptis lineata
AA24605,Googong,-35.43669898,149.2343728,2022,M,J,32.1,3.89,Tympanocryptis lineata
AA24606,Gundaroo,-35.32579323,149.3691504,2022,,J,37.1,2.97,Tympanocryptis lineata
AA24555,Googong,-35.45466582,149.2398013,2018,NA,J,37.7,2.63,Tympanocryptis lineata
AA24607,Googong,-35.44175363,149.2337127,2022,F,A,56.3,5.27,Tympanocryptis lineata
AA24556,Googong,-35.46666403,149.2289336,2018,NA,SA,38.5,3.82,Tympanocryptis lineata
AA24557,Googong,-35.43838964,149.2317054,2018,NA,SA,40.5,3.81,Tympanocryptis lineata
AA24608,Googong,-35.43830095,149.2197807,2022,F?,SA,47.6,3.36,Tympanocryptis lineata
AA24609,Royalla,-35.50916498,149.1587574,2024,F,A,83.3,5.83,Tympanocryptis lineata
AA24610,Googong,-35.44893081,149.2168256,2024,F,SA,43.9,4.55,Tympanocryptis lineata
AA24611,Googong,-35.45123801,149.2221009,2024,M?,SA,39.8,4.27,Tympanocryptis lineata
AA24612,Royalla,-35.52170605,149.1786369,2024,U,J,24.9,3.04,Tympanocryptis lineata
AA24613,Royalla,-35.51820172,149.1708974,2024,U,SA,39.3,3.78,Tympanocryptis lineata
AA24614,Googong,-35.44792284,149.2385176,2024,M?,SA,41.4,4.75,Tympanocryptis lineata
AA24615,Googong,-35.43013793,149.2215301,2024,U,J,24.3,3.45,Tympanocryptis lineata
AA24616,Googong,-35.4440655,149.2482074,2024,M?,SA,40.2,4.71,Tympanocryptis lineata
